city,state,city_geoid,LAT,LON,nearest_bg_geoid,walkability_index
Meridianville CDP,AL,010890107031,4146895.286581797,-9638103.740476979,,
Midfield city,AL,010730136011,3955890.799754545,-9676158.865002114,010730136011,16.33333333
Midland City city,AL,010450214002,3673813.7685908177,-9517112.255726133,010450214002,5.833333333
Midway town,AL,010119521001,3773339.9505795585,-9520534.55083159,010119521001,3.0
Mignon CDP,AL,011210117003,3920095.604967041,-9602072.626933446,011210117003,8.5
Millbrook city,AL,010510310011,3829318.392326458,-9615100.124302004,,
Millerville CDP,AL,010279592002,3920744.4715398857,-9565664.696913581,010279592002,1.833333333
Millport town,AL,010750302003,3969329.6684609037,-9805285.912098605,010750302003,4.166666667
Millry town,AL,011290439002,3713689.176420998,-9832623.084730674,011290439002,2.5
Minor CDP,AL,010730125003,3967069.160569142,-9678124.65589003,010730125003,5.0
Mobile city,AL,010970029001,3589739.106052195,-9808121.330848603,010970029001,9.833333333
Monroeville city,AL,010990759022,3699973.5660156584,-9721276.654620629,,
Montevallo city,AL,011170304072,3912047.368059124,-9667841.963205967,,
Montgomery city,AL,011010020004,3809144.5019134036,-9603232.687347004,011010020004,14.83333333
Moody city,AL,011150401071,3975675.722439875,-9628444.214302374,,
Moores Mill CDP,AL,010890107032,4143806.0779527677,-9631404.644840531,,
Mooresville town,AL,010830212032,4113155.649851365,-9671440.143106878,,
Morris city,AL,010730113041,3994776.665374811,-9662615.847071694,,
Morrison Crossroads CDP,AL,011110001003,3950918.2811952136,-9516512.243670756,,
Mosses town,AL,010857811001,3788113.631222983,-9649110.566448655,010857811001,3.833333333
Moulton city,AL,010799794001,4094559.0347701265,-9716266.498298496,010799794001,8.666666667
Moundville town,AL,010650400003,3894844.9807246793,-9754653.688864665,,
Mountain Brook city,AL,010730108061,3960723.964855643,-9655237.034624463,,
Mount Olive CDP,AL,010379611003,3905722.0556567186,-9588286.153276663,010379611003,2.666666667
Mount Olive CDP,AL,010730116002,3984481.191317744,-9670935.30921613,010730116002,3.0
Mount Vernon town,AL,010970058003,3644147.412702337,-9797580.822223857,010970058003,2.833333333
Movico CDP,AL,010970058001,3640902.798947779,-9799078.4033335,010970058001,4.166666667
Mulga town,AL,010730125004,3969380.162288769,-9681712.594397789,010730125004,2.666666667
Munford town,AL,011210101023,3965551.139524083,-9568334.249622297,,
Muscle Shoals city,AL,010330207062,4128964.018909857,-9755346.318736382,,
Myrtlewood town,AL,010919730024,3796446.7725764583,-9790466.950164715,,
Nanafalia CDP,AL,010919733003,3777941.587646021,-9795642.861208638,010919733003,3.333333333
Nances Creek CDP,AL,010150022002,4009415.8045913144,-9536641.033995997,010150022002,4.0
Napier Field town,AL,010450214003,3673716.0421987334,-9512799.182055349,010450214003,6.833333333
Natural Bridge town,AL,011339659001,4041188.290424658,-9751698.71298156,011339659001,2.166666667
Nauvoo town,AL,011270210003,4026705.640059454,-9738834.632625487,011270210003,3.5
Nectar town,AL,010090505021,4026087.162944517,-9642562.642680705,,
Needham town,AL,010239569002,3761604.2960751476,-9833581.21158793,010239569002,3.666666667
Newbern town,AL,010650405001,3841229.8279262315,-9744419.976756549,010650405001,3.5
New Brockton town,AL,010310103002,3681769.3537911656,-9564462.446413014,010310103002,2.833333333
New Hope city,AL,010890114004,4101269.3069526907,-9619381.249278931,,
New Market CDP,AL,010890101011,4149259.5092375246,-9620878.051152138,,
New Site town,AL,011239619002,3898760.980922498,-9549490.865457246,011239619002,2.666666667
Newton town,AL,010450213001,3677143.9674197426,-9527646.753098372,010450213001,6.166666667
New Union CDP,AL,010550111001,4046766.4083951763,-9598857.274761375,010550111001,2.833333333
Newville town,AL,010670304002,3687493.8965415685,-9499636.87678344,010670304002,4.0
Nixburg CDP,AL,010379612002,3876138.084124858,-9584701.443034139,010379612002,4.166666667
North Courtland town,AL,010799792012,4120482.1214228203,-9718827.959781649,,
North Johns town,AL,010730141061,3944221.5083535067,-9696008.354724953,,
Northport city,AL,011250102061,3929541.524198766,-9751186.198045945,,
Notasulga town,AL,010872315001,3836439.542559407,-9536582.368624348,010872315001,6.333333333
Oak Grove town,AL,011210115022,3920598.280529965,-9607286.943201695,,
Oak Hill town,AL,011310352001,3753026.4258741504,-9694283.904493075,011310352001,3.333333333
Oakman town,AL,011270213002,3990506.651754487,-9728065.473766657,011270213002,4.5
Odenville city,AL,011150405063,3988707.2188532115,-9620605.652358167,,
Ohatchee town,AL,010150026003,4000606.611262026,-9576711.37526296,010150026003,5.666666667
Oneonta city,AL,010090501042,4021692.7385526723,-9627999.715575637,,
Onycha town,AL,010399628001,3662094.4932105625,-9604203.05934825,010399628001,2.166666667
Opelika city,AL,010810412001,3850358.8356999196,-9504334.559294917,010810412001,5.166666667
Opp city,AL,010399625001,3669735.9816469913,-9602134.520570328,010399625001,5.833333333
Orange Beach city,AL,010030114172,3541395.382073281,-9751072.095567882,,
Orrville town,AL,010479569003,3803646.530499441,-9712118.734071538,010479569003,4.5
Our Town CDP,AL,011239623023,3874378.7922981945,-9569806.561207527,,
Owens Cross Roads city,AL,010890113012,4107688.2715990134,-9624129.582158718,,
Oxford city,AL,010150012022,3974737.637613557,-9558806.414405297,010150012022,7.666666667
Ozark city,AL,010450207002,3691539.8865674506,-9533961.685172092,010450207002,7.0
Paint Rock town,AL,010719505001,4117898.364698914,-9610651.574810922,010719505001,2.333333333
Panola CDP,AL,011190114002,3888247.2006912013,-9825310.507380463,011190114002,3.5
Parrish town,AL,011270214003,3992915.659293009,-9715979.294012247,011270214003,6.0
Pea Ridge CDP,AL,011170304081,3913077.8365774667,-9677888.213291587,011170304081,1.666666667
Pelham city,AL,011179800001,3938099.8395874337,-9656097.200329823,011179800001,6.0
Pell City city,AL,011150402102,3969914.368463022,-9602823.81085732,,
Pennington town,AL,010239567004,3789672.972784003,-9800297.68571616,010239567004,2.5
Penton CDP,AL,010179538002,3896609.069677277,-9515013.883324679,010179538002,1.833333333
Perdido CDP,AL,010030102001,3633480.847148963,-9754957.257116059,010030102001,3.0
Perdido Beach town,AL,010030116041,3549119.2761924006,-9740989.777967244,,
Peterman CDP,AL,010990758002,3708783.930800778,-9714077.400512045,010990758002,1.833333333
Petrey town,AL,010419634001,3743919.9363538097,-9596186.163579792,010419634001,4.166666667
Phenix City city,AL,011130306022,3823015.4452259005,-9465609.73671317,,
Phil Campbell town,AL,010599737021,4076104.445642405,-9763538.54270284,,
Pickensville town,AL,011070504012,3926642.061875243,-9828335.837181753,,
Piedmont city,AL,010150023002,4019078.844095039,-9530647.926570158,010150023002,8.166666667
Pike Road city,AL,011010056042,3799279.8895708206,-9586715.101303099,011010056042,3.833333333
Pinckard town,AL,010450213003,3674245.5982595407,-9522028.347078545,010450213003,5.833333333
Pine Apple town,AL,011310352001,3746540.65865728,-9683577.752466032,011310352001,3.333333333
Pine Hill town,AL,011310351003,3761457.825386785,-9750197.680967702,011310351003,6.666666667
Pine Level CDP,AL,010010208052,3839626.8620346175,-9624050.656639745,,
Pine Ridge town,AL,010499611003,4089105.8141516782,-9549412.385216236,010499611003,7.0
Pinson city,AL,010730112062,3989829.506290129,-9647349.269465324,010730112062,5.666666667
Pisgah town,AL,010719510003,4121070.043414041,-9556334.11983427,010719510003,6.0
Pleasant Grove city,AL,010730123073,3961054.870874674,-9682363.368140968,,
Pleasant Groves town,AL,010719505002,4128281.5352070904,-9595477.058423437,010719505002,3.5
Point Clear CDP,AL,010030113001,3566189.302701565,-9786222.449300257,010030113001,4.666666667
Pollard town,AL,010539699003,3635850.4147323812,-9704051.52189324,010539699003,3.666666667
Powell town,AL,010499603021,4100541.750896946,-9562071.860348228,,
Prattville city,AL,010010207001,3822399.6472161356,-9623503.298703516,010010207001,6.833333333
Priceville city,AL,011030054041,4100135.6966974456,-9671679.702651065,011030054041,7.5
Prichard city,AL,010970061031,3603347.4917382766,-9810744.352010163,010970061031,3.666666667
Providence town,AL,010919730025,3808338.4994214694,-9771192.425611822,,
Putnam CDP,AL,010919733001,3765684.667316145,-9799795.078215227,010919733001,2.166666667
Ragland town,AL,011150403021,3995058.0781023055,-9588607.532646583,,
Rainbow City city,AL,010550104024,4019242.522002815,-9582852.426292064,,
Rainsville city,AL,010499604022,4095377.7790615656,-9555276.028074281,,
Ranburne town,AL,010299598002,3965311.9762597303,-9499895.471960554,010299598002,7.0
Ray CDP,AL,010379612002,3877814.9367870544,-9578513.637818905,010379612002,4.166666667
Red Bay city,AL,010599735002,4087510.5974397087,-9811311.970093718,010599735002,5.333333333
Redland CDP,AL,010510307011,3826672.502255534,-9589479.386898477,010510307011,5.0
Red Level town,AL,010399617002,3685681.7175832903,-9640959.975971753,010399617002,5.833333333
Redstone Arsenal CDP,AL,010890111001,4121529.9246846167,-9647077.538588297,010890111001,6.333333333
Reece City town,AL,010550101001,4039178.326771705,-9577316.508014914,010550101001,2.5
Reeltown CDP,AL,011239627022,3838923.0154493563,-9553389.94194177,,
Reform town,AL,011070501003,3945619.9551705285,-9798038.011372546,011070501003,5.666666667
Rehobeth town,AL,010690421003,3648929.325721445,-9511093.544817412,010690421003,3.833333333
Remlap CDP,AL,010090507012,4002912.437529076,-9639593.417902775,,
Repton town,AL,010359603001,3686073.6618565274,-9711393.376269527,010359603001,3.5
Ridgeville town,AL,010550103001,4036448.7638651975,-9584928.089517394,010550103001,5.166666667
River Falls town,AL,010399617001,3678599.665863995,-9634101.80478296,010399617001,4.0
Riverside city,AL,011150402062,3977408.687157497,-9596225.12540157,,
Riverview town,AL,010539698011,3640707.4786531166,-9693426.410455493,,
Roanoke city,AL,011110005004,3914606.6920526456,-9503292.163583128,011110005004,8.0
Robertsdale city,AL,010030109062,3575367.786344085,-9763245.104525108,010030109062,4.166666667
Rock Creek CDP,AL,010730140013,3958820.538195531,-9693840.296322264,010730140013,3.333333333
Rockford town,AL,010379612001,3881622.637313559,-9596669.178850343,010379612001,5.166666667
Rock Mills CDP,AL,011110005001,3916552.616631201,-9493445.286705518,011110005001,2.166666667
Rockville CDP,AL,010259580032,3685559.7674328494,-9778772.948976371,,
Rogersville town,AL,010770118022,4140492.7430625716,-9716420.675793244,010770118022,9.666666667
Rosa town,AL,010090501052,4027829.3753914386,-9629172.132452672,,
Russellville city,AL,010599730003,4096911.565353854,-9765849.98060967,010599730003,11.5
Rutledge town,AL,010419636001,3727145.038605032,-9607095.584997023,010419636001,2.5
St. Florian town,AL,010770115024,4146784.700672927,-9754229.672924234,,
St. Stephens CDP,AL,011290440001,3707143.016414474,-9801996.643784646,011290440001,2.5
Saks CDP,AL,010150016001,3990115.7492771437,-9557189.944079489,010150016001,5.5
Samson town,AL,010610501003,3647357.2527129506,-9578678.724623749,010610501003,5.833333333
Sand Rock town,AL,010199558021,4059892.716902319,-9547919.034247244,,
Sanford town,AL,010399623002,3671617.5882596932,-9617875.764485443,010399623002,5.333333333
Saraland city,AL,010970057012,3613877.046061833,-9808342.96795477,,
Sardis City town,AL,010550110012,4051976.441279907,-9586734.804852968,010550110012,7.333333333
Satsuma city,AL,010970056021,3614305.0996850077,-9803170.953093024,,
Scottsboro city,AL,010719508004,4115690.6846928266,-9578836.798300676,010719508004,8.833333333
Section town,AL,010719511012,4107172.575170094,-9571799.959329162,,
Selma city,AL,010479568001,3818171.4484786335,-9688770.027475104,010479568001,8.166666667
Selmont-West Selmont CDP,AL,010479573012,3813065.268577205,-9685562.467667386,,
Semmes city,AL,010970061021,3606313.0022698008,-9823676.782533582,010970061021,5.833333333
Sheffield city,AL,010330203002,4130909.827170372,-9762394.84625443,010330203002,10.66666667
Shelby CDP,AL,011170307042,3909499.3696120786,-9638642.972090382,011170307042,2.833333333
Shiloh town,AL,010499604024,4091097.2496381495,-9559852.594979774,,
Shoal Creek CDP,AL,011170302111,3952621.1243050382,-9641484.068134408,011170302111,6.833333333
Shorter town,AL,010872322001,3817448.566135973,-9570449.208627876,010872322001,5.0
Silas town,AL,010239570001,3732869.475845592,-9832396.772205891,010239570001,2.5
Silverhill town,AL,010030109082,3573845.048401886,-9768347.322066128,,
Sims Chapel CDP,AL,011290442004,3665162.1334117264,-9812030.648726279,011290442004,1.666666667
Sipsey town,AL,011270208011,4004941.88941711,-9694026.088552397,,
Skyline town,AL,010719504003,4136534.95653281,-9587105.053479346,010719504003,2.666666667
Slocomb city,AL,010610505001,3647319.416202586,-9528799.243786555,010610505001,2.666666667
Smiths Station city,AL,010810420061,3832140.4627314927,-9473224.657800375,010810420061,5.0
Smoke Rise CDP,AL,010090506044,4012692.5398828546,-9665279.499847395,,
Snead town,AL,010090503021,4044419.3044023905,-9616992.778284471,,
Somerville town,AL,011030054053,4091689.577534052,-9661552.523295637,011030054053,5.666666667
Southside city,AL,010550105032,4014154.040345333,-9575482.185445623,,
South Vinemont town,AL,010439649022,4060476.948697202,-9669652.352084737,,
Spanish Fort city,AL,010030107082,3596823.286070428,-9781189.138524039,,
Spring Garden CDP,AL,010199561022,4025172.4635776947,-9524023.192353562,,
Springville city,AL,011150405042,3994013.1907027396,-9627364.41524168,,
Spruce Pine CDP,AL,010599737032,4081677.6531892535,-9766014.065539101,,
Standing Rock CDP,AL,010179538001,3906683.4088972667,-9488856.58597553,010179538001,2.833333333
Stapleton CDP,AL,010030103002,3598453.726280206,-9773598.262446845,010030103002,3.333333333
Steele town,AL,011150404023,4020933.237322637,-9594861.46163935,011150404023,5.166666667
Sterrett CDP,AL,011170309001,3954146.5199333197,-9624799.502854312,011170309001,2.5
Stevenson town,AL,010719503022,4147150.92740693,-9552809.744755756,,
Stewartville CDP,AL,010379611002,3905333.8699230156,-9602496.420234898,010379611002,4.0
Stockton CDP,AL,010030101002,3632910.831389438,-9782081.030284276,010030101002,2.5
Sulligent town,AL,010750300003,4014200.7084515416,-9810211.9108857,010750300003,4.5
Sumiton city,AL,011270218002,3995184.4617049354,-9690016.917091478,011270218002,8.333333333
Summerdale town,AL,010030110001,3564978.8331670268,-9761334.639424115,010030110001,7.333333333
Susan Moore town,AL,010090503021,4038607.4188110046,-9619579.843250506,,
Sweet Water town,AL,010919733002,3777050.6875896864,-9780740.743615124,010919733002,4.833333333
Sylacauga city,AL,011210117002,3920373.6102059497,-9604066.692972029,011210117002,7.833333333
Sylvania town,AL,010499603011,4104522.128269612,-9551737.960698398,,
Sylvan Springs town,AL,010730123021,3965891.6652818397,-9688264.191708937,010730123021,5.666666667
Talladega city,AL,011210109003,3952753.7130274386,-9584547.37685888,011210109003,6.0
Talladega Springs town,AL,011210115012,3911302.887240328,-9622207.539830681,,
Tallassee city,AL,010510304011,3833436.0835983446,-9561452.923979418,,
Tarrant city,AL,010730119011,3974268.1560945194,-9658775.102000345,010730119011,5.333333333
Taylor city,AL,010690421002,3654691.9255463723,-9515121.417952785,010690421002,4.833333333
Theodore CDP,AL,010970071014,3572982.547156603,-9816995.720654642,,
Thomaston town,AL,010919731003,3798577.8995543867,-9754226.33333951,010919731003,5.166666667
Thomasville city,AL,010259576042,3752159.663200659,-9766860.872905567,,
Thorsby city,AL,010210604012,3884280.2091633403,-9653663.5336221,010210604012,8.0
Tibbie CDP,AL,011290441002,3680958.373798038,-9823261.783471903,011290441002,2.333333333
Tidmore Bend CDP,AL,010550107002,4033258.6973933503,-9565281.646545762,010550107002,4.833333333
Tillmans Corner CDP,AL,010970069031,3578521.6568178395,-9819801.751059067,,
Town Creek town,AL,010799792022,4119301.497172073,-9730187.668539139,,
Toxey town,AL,010239569002,3751595.887769719,-9830529.16510885,010239569002,3.666666667
Trafford town,AL,010730113031,4004485.5094379727,-9656576.43073769,,
Triana city,AL,010890112032,4108002.1089336136,-9656797.511246402,,
